time,ax,ay,az,gx,gy,gz,accmagnitude,gccmagnitude
0,-6.122152410025362,-244.02477548390084,-16.736551817505358,81.98269308755324,66.21841488540849,-14.877723872150872,244.67198257018183,100.28975738417623
1,-6.07179838482867,-244.25407936982646,-16.6242873032057,78.96253775597428,58.60540992656404,-13.896001225888067,244.89336755113396,96.0689506396343
2,-6.024573552808259,-244.48768241319874,-16.51878784665428,76.00330845429377,50.88805735268133,-12.922557313495753,245.11960322074773,92.03647486974161
3,-5.979754361107662,-244.72452396826986,-16.422660672272,73.12908930770467,43.08850424689032,-11.96521430128383,245.34978389828024,88.25153751943614
4,-5.936506035772816,-244.96343310975814,-16.338506194911815,70.36267638220771,35.2291714672799,-11.031649269276171,245.58289286603951,84.7703875704678
5,-5.893899917439278,-245.2031334385906,-16.268873220886793,67.72513693059386,27.332811765115828,-10.129272566790595,245.81780480787657,81.64502398502458
6,-5.850932037931667,-245.44225015779708,-16.21621128067192,65.23540778308201,19.422570182815114,-9.265114577399437,246.0532902613735,78.9219847740682
7,-5.806542990095791,-245.6793197039495,-16.182820497508164,62.90994265978105,11.522036419296494,-8.445723314964836,246.28802239079218,76.6412499322961
8,-5.759639396490842,-245.9128025126927,-16.170799747379075,60.76241565546393,3.655279712516439,-7.677074526124516,246.52058671454054,74.83528759035853
9,-5.709117319748165,-246.14109982242795,-16.181994327763398,58.80348600667421,-4.153141703333491,-6.96449525657286,246.7494947811795,73.52826839003616
10,-5.65388776094858,-246.36257550015551,-16.217944867337195,57.04062764087254,-11.878202512190427,-6.312601296424608,246.9732029008976,72.73546842954369
11,-5.592903983436662,-246.5755835496959,-16.27983967943591,55.47802592371701,-19.49446733504864,-5.7252486181637305,247.19013674138526,72.46287618528464
12,-5.525189905610675,-246.77850134969492,-16.368473026085518,54.11654335799636,-26.97618441650323,-5.205498766696299,247.39872199404584,72.7070135851173
13,-5.449868425991002,-246.969767952933,-16.484211719826575,52.95375554238468,-34.29741554192832,-4.755598033894539,247.5974205917754,73.45497588490421
14,-5.366188410033127,-247.14792605921718,-16.626972208839806,51.98405818398583,-41.432199936512255,-4.376970128629455,247.78477122051248,74.68468920182916
15,-5.2735491490018305,-247.3116656356722,-16.796209847192785,51.19884507764572,-48.35474827959341,-4.070221975438714,247.95943220341994,76.36537853753639
16,-5.1715212138029045,-247.45986672798182,-16.990921412898974,50.586755520509094,-55.039661557945934,-3.8351622228566646,248.1202243706459,78.45823301706848
17,-5.059862600114562,-247.59163887672418,-17.209661103642482,50.13398760012178,-61.46216827556727,-3.6708319296860594,248.26617134692336,80.91724912311729
18,-4.938528936835179,-247.70635470573265,-17.450569413943565,49.824671302653385,-67.59837254348552,-3.575546668128872,248.39653478671087,83.69022725227875
19,-4.807676546580176,-247.8036755911397,-17.71141370244477,49.64129262657719,-73.42550486801207,-3.5469489746939473,248.51084238721268,86.71989231779025
20,-4.667657503947135,-247.88356776346734,-17.989638896227188,49.56515708497653,-78.92216715845414,-3.5820697783005575,248.60890693157296,89.94510568292348
21,-4.519006505698535,-247.9463076953914,-18.282426501892015,49.576878437901186,-84.06856365026503,-3.6773972019330845,248.69083510358644,93.30213364661725
22,-4.362420119371288,-247.99247619535834,-18.58675980845319,49.65687659563871,-88.84671004868629,-3.8289509879655443,248.75702537183744,96.72593712316424
23,-4.198729569349355,-248.0229413200379,-18.899492886625094,49.78586772331976,-93.2406141524776,-4.032360727685736,248.8081549187636,100.15144806148841
24,-4.028868561315827,-248.03883104309585,-19.217420797661404,49.94532984199029,-97.23642246316112,-4.282946077936422,248.84515640009457,103.51480045716845
25,-3.8538378243238065,-248.0414974228333,-19.53734847016959,50.11792867669895,-100.82252881674368,-4.575797248217167,248.86918612573834,106.75448739127725
26,-3.6746681999006285,-248.032474543944,-19.856156076661055,50.287891047364646,-103.98964287117113,-4.905854263172406,248.88158581212144,109.81242018834274
27,-3.492384251400596,-248.0134326011297,-20.17085930885906,50.441316477490346,-106.73081825523917,-5.267983805155971,248.88384019009013,112.63487120114137
28,-3.3079703991001392,-247.98613018826268,-20.47866342594158,50.56642142625243,-109.0414421895932,-5.657052710563987,248.87753248058186,115.17328743710947
29,-3.122341432684615,-247.95236635539683,-20.777010179086933,50.653714008870004,-110.91919025895943,-6.067997327684552,248.8642992583425,117.38496770455313
30,-2.9363189703010364,-247.91393347818283,-21.063616815567062,50.69609976566371,-112.3639515535578,-6.495887906854867,248.84578570426274,119.23360070608935
31,-2.7506151132187466,-247.87257154072444,-21.336506568758537,50.688920810968,-113.377730404285,-6.935987025175677,248.82360181118034,120.6896652438267
32,-2.565824176403164,-247.82992414914133,-21.59403042880776,50.629931653386265,-113.96453127919787,-7.3838008216301905,248.79927984831644,121.73069633547279
33,-2.38242287161731,-247.78749657160625,-21.834880395017244,50.51921534819215,-114.13023310610335,-7.835121608323063,248.7742333929174,122.34142267226724
34,-2.200778669435036,-247.74661635936968,-22.058094611481852,50.3590436813265,-113.8824584867827,-8.286060321853887,248.74971850305414,122.51378171859025
35,-2.0211654051152053,-247.7083975359661,-22.263054776840598,50.153685097210904,-113.23044216950952,-8.73306739862889,248.72679802754914,122.24681916847584
