time,ax,ay,az,gx,gy,gz,accmagnitude,gccmagnitude
0,-3.0561490098299395,-264.86497508005556,33.469518724477524,-23.677920666655098,39.98884578768335,2.7726118853056154,266.98723987365,45.875765658702164
1,-2.860702700992578,-264.6630774473951,33.31449303763351,-27.11725857297902,40.21924746046423,2.321775616005263,266.7672805925951,48.6762982307261
2,-2.6613423624126855,-264.4636698797719,33.174020107557226,-30.620043738626794,40.42619810678756,1.8051451353777404,266.5515355154605,51.53769204746304
3,-2.4578258928104737,-264.2678563529975,33.053042729514985,-34.17485595593597,40.603782357399595,1.2187830875284,266.3417233969204,54.44881489557799
4,-2.2499624303420585,-264.0766696950024,32.95641386555647,-37.76915452692156,40.74688662910694,0.5604812832380911,266.1394904654432,57.397581693075885
5,-2.0376397366458185,-263.89104897601896,32.88878378701667,-41.38919942453719,40.85137849386583,-0.16999000292472283,265.9463749158301,60.37094161523009
6,-1.8208427915264256,-263.7118171213577,32.85448821645727,-45.02002515240808,40.91426415646202,-0.9706750774682608,265.7637714600983,63.354904423939864
7,-1.599661688717864,-263.53965931148645,32.85744071058305,-48.64547748837749,40.933818528645965,-1.8372785473100852,265.5928968574407,66.33461315061341
8,-1.3742879242560542,-263.37510260600675,32.90103256211934,-52.24831898256339,40.90968260038248,-2.763073459107938,265.43475723842977,69.29446713360892
9,-1.1449993266270648,-263.21849711812706,32.98804333375354,-55.81040438637339,40.842923305747746,-3.7388804453515694,265.29011792660356,72.21829598407238
10,-0.9121349758476113,-263.0699991427397,33.120564791006075,-59.312922547125766,40.73605198166726,-4.753124650419233,265.1594765085924,75.0895817241572
11,-0.6760623381607089,-262.92955690602565,33.29994045504842,-62.73669724145878,40.59299891007614,-5.79197471163169,265.0430401107282,77.89172355070767
12,-0.43713942174233483,-262.7968998885232,33.526722244774994,-66.06253645770293,40.419043329713325,-6.83956495447678,264.9407080375422,80.60833782579297
13,-0.19567500578645802,-262.67153278547096,33.800644797958974,-69.27161803130176,40.22070063425907,-7.8782983921886895,264.8520609359844,83.22358516014987
14,0.048110099871904545,-262.55273506379075,34.12061724474572,-72.34589910765214,40.00557108862574,-8.889224341682961,264.77635744862056,85.72251664577632
15,0.29411822594751197,-262.43956690001284,34.48473163735066,-75.26853712080751,39.782157056354166,-9.8524807530841,264.71253907747905,88.09143189594771
