time,ax,ay,az,gx,gy,gz,accmagnitude,gccmagnitude
0,-4.022626890374454,-249.81648738868083,-116.63739973911888,-39.721821676179424,32.11179818405741,-0.22756058909898363,275.73639495511026,51.045647472083466
1,-3.7603335675471237,-249.94132509199562,-116.24431217762312,-39.38263516352833,31.898254381287682,-0.4562318569127093,275.6854722635053,50.66118695870182
2,-3.497092412883499,-250.07239594025495,-115.87490096633215,-39.04656257963413,31.720718550998562,-0.6773241685918787,275.64994704086973,50.30360815838765
3,-3.23464414181934,-250.20764864953264,-115.53094202973512,-38.715143095361704,31.583262156286857,-0.8877136626438241,275.62870430968724,49.97666484009902
4,-2.9747331510394734,-250.34509663372089,-115.21395849429402,-38.3901569673383,31.48947103914007,-1.0843634906450064,275.62058406560556,49.683960547825556
5,-2.7190872603029783,-250.4828724864593,-114.92521137928613,-38.07364542086924,31.442341050790393,-1.2643852353734721,275.62442678354756,49.42889557769575
6,-2.4693970870367323,-250.61927401284188,-114.66568733048284,-37.7679158534635,31.44417559972129,-1.4250991344785644,275.63910997958976,49.21460430877342
7,-2.227294898229142,-250.75280041909758,-114.43608326580059,-37.47553028132073,31.496487786750137,-1.564091835216273,275.66357450498316,49.043883099110424
8,-1.9943329436785726,-250.88217779913697,-114.2367887823694,-37.19927584445388,31.599910367430798,-1.6792703301823397,275.6968401442689,48.91911000505369
9,-1.7719616328993213,-251.00637350683664,-114.06786808069164,-36.94211716545698,31.754117282904012,-1.768910634535801,275.7380108819835,48.84215864402785
10,-1.5615082946420156,-251.12459947567342,-113.92904372522703,-36.70713140781677,31.957760839523367,-1.8316997309175207,275.78627087099346,48.81430953226206
11,-1.3641574809496333,-251.2363050703129,-113.81968464557197,-36.49742800730273,32.20842873519798,-1.8667693769369096,275.84087264709484,48.83616315779449
12,-1.1809337890794056,-251.34116057795984,-113.73880051104297,-36.316056161368486,32.502624972194724,-1.8737205417292762,275.90111949610974,48.90755978988199
13,-1.0126879926085697,-251.43903291368073,-113.68504424049335,-36.16590407426908,32.83577823602076,-1.8526374912357193,275.9663441475832,49.02751141942959
14,-0.8600869608775928,-251.52995549181483,-113.65672405101868,-36.04959451271819,33.20228058683067,-1.8040908732315062,276.03588616160647,49.19415116616461
15,-0.7236075223689978,-251.61409446027653,-113.65182600897427,-35.96938137766106,33.59555833041437,-1.7291295641656033,276.10907041247384,49.404704953372786
