time,ax,ay,az,gx,gy,gz,accmagnitude,gccmagnitude
0,42.68828729657413,-250.98070194518274,-39.24268053792696,-37.56132443280804,77.67125789716054,-9.39645410611831,257.5751072032826,87.0396498892035
1,43.085861752701476,-250.8774576129319,-38.56171713492046,-34.41043849000494,84.1772958871838,-8.746434526910713,257.45169514622233,92.65052492664094
2,43.49389320279855,-250.77354649097614,-37.88359720423213,-31.31904984335882,90.76073957291783,-8.12227922091202,257.3301364420609,98.34248222519199
3,43.91007234245857,-250.66885301481787,-37.21577077188033,-28.31790023678867,97.40493847527546,-7.535410414227256,257.21093429866295,104.10715825872119
4,44.3319723322226,-250.5633652769589,-36.565233069841874,-25.437639002102394,104.09367139507447,-6.996529258079523,257.0946095764428,109.93654647677432
5,44.75706616195885,-250.45720252484517,-35.938344037824194,-22.70839190611491,110.81106228605317,-6.515308114079375,256.98170597266426,115.82278029116887
6,45.1827422703538,-250.35063533737772,-35.34067789365803,-20.159324688832413,117.54148128210377,-6.100110524837256,256.87279169177117,121.75790973288952
7,45.6063183478044,-250.24409720987396,-34.77690831284146,-17.818208987367434,124.26943790002784,-5.757747547614354,256.7684570861281,127.73368199124545
8,46.02505333961637,-250.13818679979028,-34.250732136815415,-15.710998938418031,130.97947130586093,-5.493277215631509,256.66930793852316,133.74133323916712
9,46.436157776876584,-250.03366064048078,-33.764831980822265,-13.861426895887325,137.65604083870457,-5.3098518035362,256.5759542947206,139.77139661236504
10,46.836802773967115,-249.9314167281665,-33.32087607982617,-12.290626579748333,144.28341896011372,-5.20861541706276,256.4889951169486,145.81352930285465
11,47.224128287835256,-249.83247001922172,-32.91955231060199,-11.01679178219689,150.84558849479254,-5.188652344587053,256.4089995104691,151.8563606106674
12,47.59525141597541,-249.73792148609192,-32.56063235459414,-10.05487851174007,157.32614634604272,-5.246984749532566,256.3364857751726,157.88736242243783
13,47.94727562786498,-249.64892284496037,-32.24306116920916,-9.41635793981168,163.70821659309493,-5.378616739808187,256.2718999015424,163.89274374877937
14,48.27730198089631,-249.56663928274088,-31.965066214026553,-9.109026407483519,169.97437676084147,-5.576620655268118,256.2155952704352,169.85737140168683
15,48.582443537834294,-249.49221245910107,-31.72428031735758,-9.136876827831559,176.1066018921487,-5.832260573525046,256.1678152189524,175.76471942319654
