time,ax,ay,az,gx,gy,gz,accmagnitude,gccmagnitude
0,-10.94094983795448,-254.01784083368176,-22.92292987854891,22.409297639968006,10.089265251603193,-13.093056728485363,255.28243989363736,27.871098694861306
1,-11.10171949148281,-253.49374551840543,-23.007684014327275,22.859518532413098,10.21394386328607,-12.770580995168402,254.77942863066633,28.174742871112006
2,-11.26376667014242,-252.9727549498875,-23.089182623910045,23.294200563621157,10.324530744683926,-12.449080906007538,254.27927947335027,28.460120001662883
3,-11.425896067789958,-252.45958942896712,-23.168620776357447,23.704809753645797,10.419605658356748,-12.131389635002373,253.7867241916655,28.720496123612644
4,-11.586917109501558,-251.9588363741307,-23.24723946940793,24.083278229818294,10.498085541418849,-11.82014898528415,253.30636730664415,28.949595428952236
5,-11.74566615058007,-251.4748698160732,-23.326292436147646,24.42223098729847,10.559264853319759,-11.517742941798513,252.84260416155155,29.141785504021524
6,-11.901025747166852,-251.01177551596214,-23.407010458963242,24.715194468808253,10.60284952069369,-11.226241649326173,252.39954419453218,29.29224876124379
7,-12.051940178011153,-250.57328330642227,-23.49056403027935,24.95678008020371,10.628983182070625,-10.947357629437738,251.9809410427107,29.397134320553256
8,-12.197426680032194,-250.16270795291615,-23.578025374144136,25.142836816399207,10.63826429817981,-10.682415282848543,251.5901308393597,29.453685140004957
9,-12.336582267978294,-249.78289949190363,-23.67033094730158,25.27056861986942,10.631752599803619,-10.432333972538107,251.22997975609752,29.460336112294414
10,-12.468586469876168,-249.4362037221019,-23.768245650383072,25.338613838054638,10.610963349694511,-10.197624320488384,250.9028415949,29.416780098836558
11,-12.592700738406943,-249.1244333811263,-23.872330070265942,25.347086016978793,10.577848075006091,-9.978396823881624,250.61052611786656,29.324000356606778
12,-12.708265642871378,-248.8488504919831,-23.982912105264447,25.297577037928153,10.534760850008396,-9.774381498507754,250.3542787719717,29.184269344014922
13,-12.814697196123255,-248.61016029198663,-24.10006428799064,25.193125050712606,10.484409872506946,-9.584956970740526,250.1347724017133,29.0011152700654
14,-12.911483815174071,-248.40851695273415,-24.223588051208196,25.038150639401707,10.429794902685119,-9.409187263523904,249.9521113397594,28.77925882610211
15,-12.998185389812473,-248.24354092581763,-24.35300611141747,24.838365168423145,10.374132031806168,-9.245864441842302,249.80584788601013,28.524523272199456
16,-13.07443564953081,-248.1143472180471,-24.487563972285464,24.60065541109614,10.320768163623622,-9.093555269979696,249.69501062963204,28.243721509352866
17,-13.139948458116255,-248.01958327789214,-24.62624113758185,24.33294848373547,10.273088471625982,-8.950650092898044,249.6181433904445,27.944524044133885
18,-13.194527931139994,-247.95747465686466,-24.76777207320872,24.044060853226327,10.234420858012937,-8.815412342589056,249.57335296249897,27.63531187915023
19,-13.238081531415764,-247.9258764720019,-24.910676516847403,23.743534782656088,10.20794198140864,-8.686027429769664,249.55836363435068,27.325018338155044
20,-13.270634693562709,-247.9223290370164,-25.053298430762204,23.441465098027688,10.196589646153928,-8.560650267976417,249.57057674198802,27.02296366886123
21,-13.29234512692802,-247.94411660616035,-25.193852570917738,23.148318705912946,10.202986183813007,-8.437451155002277,249.60713402961542,26.73868598186497
22,-13.303514754797842,-247.9883285827204,-25.330477258631223,22.87474897345795,10.229376853897346,-8.314660058606991,249.6649839485359,26.481771713742706
23,-13.304597288823693,-248.05192256734225,-25.461291569995364,22.63140699238925,10.277586242717895,-8.1906094466753,249.74095001027908,26.261688417596083
24,-13.296199766527133,-248.1317883688337,-25.584454869659606,22.428751941019176,10.34899424417511,-8.063775667923846,249.8318000440514,26.087622375394467
25,-13.279077006537328,-248.22481182423235,-25.698226455683965,22.276863186594646,10.44453166517199,-7.932818566765499,249.93431494722213,25.968323327032074
26,-13.254118739669748,-248.32793712042366,-25.801023067286184,22.18525727569621,10.564694048142679,-7.7966185902061005,250.04535540092124,25.911958468044258
27,-13.222329923784091,-248.438226257407,-25.891472104238996,22.162713347470497,10.709571131632208,-7.6543102456196195,250.16192501718828,25.925977696784688
28,-13.18480525579486,-248.55291427400772,-25.96845862270056,22.217110646217375,10.878888575814457,-7.505310501406965,250.2812284113871,26.016991847821576
29,-13.142699151126774,-248.6694588212885,-26.031164565317994,22.35528169027915,11.072058195577808,-7.349340626159371,250.40072271029902,26.190665359228355
30,-13.097192604689184,-248.78558259561063,-26.079099209015574,22.58288433916739,11.288232979348338,-7.186440049674999,250.5181609928475,26.451624578968122
31,-13.04945846747009,-248.89930710159192,-26.112120292537217,22.904295594253405,11.526363606206994,-7.016971114988325,250.63162617105135,26.803382822716948
32,-13.000626749182517,-249.00897638440583,-26.130445587105957,23.32252956223529,11.78525388760727,-6.8416140474360665,250.73955401669315,27.24828337351832
33,-12.951751546121766,-249.11326987380633,-26.134654808637915,23.839181612120413,12.063613329328295,-6.661352010367761,250.8407445460715,27.78746173826353
34,-12.9037811002117,-249.21120419829495,-26.12568175601541,24.454400273533242,12.360105628380655,-6.477446651288398,250.93436167538104,28.420828443811725
35,-12.857532379862123,-249.30212445013456,-26.104796368615634,25.166887777780172,12.673392316910517,-6.291405009004306,251.01992164928396,29.147073350531215
36,-12.813671471494459,-249.38568569549344,-26.07357613604148,25.97392937238979,13.002170965316841,-6.1049390464782185,251.09727102384096,29.96369192786531
37,-12.772700898577716,-249.46182559112015,-26.033866270732904,26.871450740724736,13.345207362791834,-5.919919410576417,251.1665550406538,30.867033264393303
38,-12.734954601157968,-249.53072902885242,-25.98772852638447,27.854102042703392,13.70136088671035,-5.738325276441449,251.22817731962417,31.852368772759906
39,-12.700600697850824,-249.5927859669906,-25.93737948679397,28.91536617009491,14.06960193322986,-5.562192239454373,251.28275210410368,32.913979543561325
40,-12.669651469277742,-249.64854402578825,-25.885120292414953,30.04768772306198,14.44902003387037,-5.393560106998582,251.33105079525438,34.04525914717907
41,-12.641979428450586,-249.69865790356667,-25.83326079037145,31.242618094857182,14.83882139214347,-5.234422123748772,251.37394506621555,35.23882762523803
42,-12.617337974163341,-249.7438381083903,-25.784041763711326,32.49097123221756,15.238315209190203,-5.086676747062707,251.41234933053653,36.486651847251615
43,-12.595384983308994,-249.78480182088822,-25.739559152546168,33.78298446467402,15.646889286474046,-4.95208273162585,251.44716567258715,37.78016764040353
44,-12.575707787444152,-249.82222875887385,-25.701694083042817,35.10847937419885,16.063976701170883,-4.832218070293377,251.47923439171518,39.11040010170584
45,-12.55784826871794,-249.85672452790712,-25.672052174373164,36.45701880888819,16.48901642256637,-4.72844323663898,251.5092929030092,40.46807990443577
46,-12.541327206630314,-249.88879309363884,-25.651915083122784,37.818057478158785,16.921411277455245,-4.641869134186142,251.53794486032717,41.84375477232531
47,-12.525667352982026,-249.91881893730695,-25.64220659850989,39.181084793030706,17.360486655193156,-4.57333020074295,251.5656402514368,43.2278963418164
48,-12.51041488923347,-249.9470585318091,-25.64347478824477,40.5357595546301,17.805452945039104,-4.523363275014483,251.59266622726093,44.611003287192595
49,-12.495158943815946,-249.97364025371508,-25.65589070951613,41.87203668103277,18.255374127242394,-4.492193046298216,251.61914781872184,45.98370186311757
50,-12.47954880601701,-249.99857166996384,-25.679263168501286,43.18028639667577,18.709144336473365,-4.479725039202241,251.6450574242697,47.33684496314103
51,-12.463308423489659,-250.02175305446116,-25.713068081303877,44.45140620516741,19.165473660151246,-4.485547018359701,251.6702317803818,48.66161043393835
52,-12.446247723819054,-250.04299583817544,-25.756490170048085,45.676925541711036,19.622883959616384,-4.50893941586103,251.6943948947002,49.94959875150762
53,-12.428270255427387,-250.06204452144107,-25.808474017408418,46.84910234178248,20.079715089461274,-4.54889496499393,251.7171851723864,51.19292933674866
54,-12.40937662747876,-250.07860048124405,-25.867781038424575,47.96101008606378,20.534141483832844,-4.604147256613511,251.73818481976878,52.38433394993768
55,-12.389663333824148,-250.09234611352653,-25.933048860767315,49.00661345779828,20.984198646343238,-4.673207434362535,251.75694961087498,53.51724499388535
56,-12.369316844798103,-250.10296785881783,-26.002849922789505,49.98083074032006,21.42781862645337,-4.754407686376467,251.77303725348523,54.585876323893046
57,-12.348603269559453,-250.11017690641697,-26.075746646483957,50.879581459273105,21.862873090101687,-4.84594962088327,251.78603291033698,55.58529428478733
58,-12.327854252869388,-250.1137267691671,-26.150341137593713,51.699818340510554,22.28722210131302,-4.945955178638346,251.7955709013068,56.511477002559886
59,-12.30744997096625,-250.1134273759054,-26.225317897912586,52.43954317201026,22.6987662703798,-5.052517574057451,251.80135212558272,57.36136025533078
60,-12.287800186195447,-250.10915568267401,-26.299478491795337,53.09780650569551,23.095499549867217,-5.163749880889696,251.80315714198278,58.13286844450483
61,-12.26932441537505,-250.10086293878814,-26.371767513909706,53.67469137029517,23.475559695993233,-5.2778291774668125,251.80085502181495,58.824929334696584
