time,ax,ay,az,gx,gy,gz,accmagnitude,gccmagnitude
0,22.299353033897273,-237.77325124438315,-97.67345891295753,-68.93488214397992,50.817888926287836,-6.70278131770048,258.0133897678634,85.74351234929229
1,22.46534248850257,-237.8469336931629,-97.22567440875191,-68.92868486543563,51.85302917756139,-6.991495720628814,257.9318949741389,86.44469302796398
2,22.617202952123932,-237.925698863102,-96.79800269626834,-68.93159206888042,52.861286112817076,-7.2649998263281015,257.8613453119233,87.13724138186792
3,22.753806350504963,-238.01017656635452,-96.39564520236561,-68.94820461920624,53.8320710919127,-7.520486375979452,257.8041558418302,87.8176786514807
4,22.874177425559857,-238.10087724928303,-96.02337527885025,-68.98102247341798,54.75497309126395,-7.755030919503135,257.7624907285298,88.48104158473058
5,22.977510729457876,-238.19816000650965,-95.68542274338819,-69.03015027919906,55.61993407819331,-7.965612600832779,257.738192577404,89.12077287604838
6,23.063187146148596,-238.30220129078202,-95.3853687320965,-69.09311041849014,56.41742226622749,-8.149152173152853,257.7327158903703,89.72869145922495
7,23.130789991685653,-238.41296470247846,-95.12605337025865,-69.16477841493976,57.13859951895777,-8.302568096388105,257.7470659022911,90.29505150001866
8,23.180120642490888,-238.5301725892153,-94.90949896379855,-69.23745011178076,57.77547913844591,-8.42285021193985,257.7817444684806,90.80869470418203
9,23.211213278997405,-238.65328071525116,-94.73685165686277,-69.30104392866444,58.32107033819061,-8.507149117465778,257.83670525068607,91.25729599073729
10,23.22434787351554,-238.78145762532102,-94.6083443477767,-69.34343507412221,58.76950591496643,-8.552878039101385,257.9113207135949,91.62769790525316
11,23.220060205528117,-238.9135704050368,-94.52328306816435,-69.35091208575946,59.11614996208203,-8.557822823972193,258.00436328021,91.90632452426195
12,23.19914755446679,-239.0481784616757,-94.48005828085545,-69.30873978347937,59.35768282683254,-8.520254770544954,258.1140026358815,92.07966117378321
13,23.162668773748127,-239.18353682332,-94.4761818061863,-69.20180699027529,59.49216084544717,-8.439040443287139,258.2378207818545,92.13478224069647
14,23.111937610286315,-239.3176102496737,-94.50834928887846,-69.0153325534128,59.51904867134463,-8.313742394167994,258.3728459675018,92.0599059284413
15,23.04850833960929,-239.4480991218833,-94.5725271762822,-68.73559959699574,59.4392222833982,-8.144704853398089,258.5156059982691,91.84495225215848
16,22.974153047197113,-239.57247765699813,-94.66406211476246,-68.35068578723913,59.254941112256994,-7.933118988926165,258.66220065578835,91.48207913115712
17,22.890830281100186,-239.68804452666186,-94.77780962735166,-67.85115680389937,58.96978827386496,-7.681063258284133,258.8083921834353,90.96617129430963
18,22.800645393436387,-239.79198547189037,-94.90827806256517,-67.23069112355131,58.58857875935524,-7.391515596265067,258.94971206567817,90.29525789599309
19,22.70580361159237,-239.88144696099926,-95.04978316618023,-66.48660641847499,58.117236658301884,-7.068335585746618,259.0815816474743,89.47083712035932
20,22.60855755392701,-239.95361927644606,-95.19660824118374,-65.6202610957894,57.56264405462725,-6.716216265291074,259.19944343526794,88.49808940679556
21,22.511151401822094,-240.00582664190617,-95.3431647471988,-64.63730855314633,56.93246600104418,-6.340606746374133,259.2988991932105,87.38596502615616
22,22.415764258179248,-240.03562120013,-95.48414833149727,-63.54778656714817,56.23495775492537,-5.947608232434406,259.37585027102773,86.14713641778398
23,22.324455385739093,-240.04087693497368,-95.61468558232346,-62.366029971463725,55.47876201165931,-5.543847278388346,259.4266350421828,84.79781091288969
24,22.239113996897718,-240.01987910694868,-95.73046713630416,-61.110401591497116,54.67270493315717,-5.1363311928376305,259.4481579492905,83.35740521592763
25,22.16141601005791,-239.97140457177747,-95.82786307424345,-59.80284433403088,53.82560008046044,-4.73229135096639,259.438004536197,81.84808921305408
26,22.0927896952615,-239.89478857093474,-95.90401677757342,-58.4682661747995,52.946068773379764,-4.339020764768613,259.39453707283525,80.29421309332172
27,22.03439150251947,-239.78997415308092,-95.95691374353653,-57.133779009570844,52.04238397708229,-3.963712404014832,259.31696595425916,78.7216380004632
28,21.987092762569013,-239.65754107103118,-95.98542261907188,-55.82782112697009,51.122342811302815,-3.613304376033206,259.2053929109935,77.15699594182733
